        training loss,validatation loss
0.1459056609123945,0.29656503801799794
0.11375169789418578,0.18040583564899865
0.1227104276418686,0.11572676897339988
0.11368093872442842,0.10880688286270015
0.11090442802757025,0.10947807404678316
0.11248601084575056,0.12136301650200039
0.1050986911356449,0.1063424557377584
0.10917577922344207,0.10857205875625367
0.10510716281831264,0.10703998437034898
0.10450794188305736,0.10704480460844931
0.10421770142391323,0.10793014825088901
0.10183215726166964,0.09495793939800934
0.09561531070619822,0.10098253632895648
0.09023525930941105,0.08980755258118735
0.09458933848887682,0.10149174555204807
0.09231418026611209,0.0966333751368802
0.0883562243077904,0.10106259880703874
0.09297514034435153,0.09695788374287076
0.09261962205171585,0.0996697014477104
0.08985265376977622,0.10143959224456922
0.08441338778473437,0.08187204068992288
0.08862118157558144,0.1015362424956402
0.08672916394658386,0.09237537456094284
0.09149665169417859,0.10138629636960103
0.08550865029916167,0.10749688105192032
0.08377763691358268,0.09788762113312259
0.08565723514184356,0.09195816174848004
0.08435084148310125,0.09453391158487648
0.08162877232767642,0.09300516410847195
0.08420314783230425,0.0851711313839769
0.08144931128248573,0.08803814389044419
0.0806950547080487,0.09222769584564958
0.0800071407854557,0.09465891203726642
0.08031111209653317,0.08171945690526626
0.6447427012864501,2.8401194334030153
3.1413434314727784,3.3120413184165955
3.2399655973911283,3.057199013233185
3.1679239317774774,2.9829514145851137
3.0211330983042717,3.619804471731186
3.1454383355379103,3.249798572063446
3.1406471905112268,3.246635991334915
3.2283751487731935,3.161252439022064
3.133652186393738,3.1460209131240844
3.321031792163849,3.5252460896968842
3.152211773991585,3.066887640953064
3.2869539415836333,3.1345501482486724
3.1683401808142664,3.1611950039863586
3.346458539366722,3.0564902663230895
3.2468153297901154,3.2930256545543672
3.250519045293331,3.427883470058441
3.2203156411647798,3.1388843417167664
3.141102527678013,3.2148020803928374
3.1598762336373327,3.430027037858963
3.141035555303097,3.219861054420471
3.2168796879053114,3.1911675453186037
3.2110304275155066,3.232403206825256
