training loss,validatation loss
0.003611863364931196,0.012036092020571232
0.001479490069905296,0.010296001262031496
0.0010036872094497085,0.012346479995176195
0.0006556998216547072,0.00998496066313237
0.00048497348456294276,0.010948426998220384
0.0003968260395049583,0.00908707370981574
0.0003591760218114359,0.011533955647610127
0.0002958293895062525,0.011313212709501386
0.00028815185170969924,0.013063448015600443
0.0002776422847091453,0.02146474299952388
0.0002122382259403821,0.010023048846051097
0.00019779210088017863,0.010843110666610301
0.0001678478261237615,0.015824037557467818
0.00013700791780138388,0.010374354012310506
0.0001377399594639428,0.023711482156068088
0.000148375708849926,0.016601645248010756
0.000126701904082438,0.010887951892800628
0.00012482810830988456,0.009047371847555042
0.00012070010423485655,0.010691260546445846
9.77627390238922e-05,0.01023641200736165
9.104599474085262e-05,0.01304349796846509
7.59457261301577e-05,0.013736334256827831
7.411296526697697e-05,0.009203406772576273
7.344104262301698e-05,0.012778882030397653
7.218104328785558e-05,0.009480543062090873
7.079018612785149e-05,0.01198626309633255
6.97160144954978e-05,0.013638900080695748
6.922688231497887e-05,0.01798491459339857
6.81530546353315e-05,0.01149541037157178
6.760894953913521e-05,0.01793546015396714
6.76087205283693e-05,0.009642870957031846
6.653898231888889e-05,0.009433497861027717
6.793781014494016e-05,0.009889303706586361
6.66438937332714e-05,0.015773916384205222
6.688089220915571e-05,0.010137157049030066
6.66093320978689e-05,0.011030705831944942
6.616210515858256e-05,0.016338972235098483
6.638778098931653e-05,0.015038867574185133
6.682293673293316e-05,0.020266521815210582
6.688194149319315e-05,0.010371755203232169
6.735785998898791e-05,0.013131029671058059
6.788814633182483e-05,0.009789677313528955
6.692323981042137e-05,0.0085557178594172
6.708004731990513e-05,0.009712599404156207
6.778757151550962e-05,0.009449477470479906
6.708983817588888e-05,0.014396288804709912
6.654986691501108e-05,0.012240862613543868
6.734374599545845e-05,0.010254044993780553
6.771308291718014e-05,0.0098350660642609
6.80986170664255e-05,0.012804949190467596
6.805390754379914e-05,0.009370612422935664
6.762976177924428e-05,0.01039848173968494
6.90537294758542e-05,0.009579576458781958
6.806717537983786e-05,0.011688503879122436
6.894790323713095e-05,0.016673306096345188
6.819613601692253e-05,0.008590160589665174
6.973167928663316e-05,0.008770721382461488
6.928899478225503e-05,0.009603702998720109
7.03431761758111e-05,0.009282632451504468
7.036330896880826e-05,0.010236638807691633
7.159203876653919e-05,0.014175574341788889
7.108610361683532e-05,0.010275268438272178
7.198369417892537e-05,0.013591208960860968
7.28955724480329e-05,0.010193737549707293
7.116909800970461e-05,0.00934305174741894
7.044908383250004e-05,0.0085102025186643
7.108009256626247e-05,0.011687115184031427
7.090982124282164e-05,0.009813802596181632
7.11253154258884e-05,0.011762836365960538
