, ,Nb,Name,Label,Type,CX (pix),CY (pix),CZ (pix),CX (unit),CY (unit),CZ (unit),Xmin (pix),Ymin (pix),Zmin (pix),Xmax (pix),Ymax (pix),Zmax (pix),VolBounding (pix),RatioVolbox,Vol (unit),Vol (pix),Surf (unit),Surf (pix),SurfCorr (pix),Comp (pix),Spher (pix),CompCorr (pix),SpherCorr (pix),Comp (unit),Spher (unit),CompDiscrete,Ell_MajRad,Ell_Elon,Ell_Flatness,volEllipsoid (unit),RatioVolEllipsoid,DCMin (unit),DCMax (unit),DCMean (unit),DCSD (unit),ID,FRAME,mg_volume,mask_volume
593,594,593,obj594-val594,594,0,851.432,442.443,74.986,851.432,442.443,74.986,839,436,64,864,449,86,8372,0.16,1339,1339,1526,1526,1009.601,0.057,0.385,0.197,0.582,0.057,0.385,0.891,15.822,1.79,2.233,2319.423,0.577,0.796,16.261,8.375,3.13,MD620,1,0.0,27885.0
745,746,745,obj746-val746,746,0,1208.362,1338.747,130.138,1208.362,1338.747,130.138,1200,1334,107,1217,1344,143,7326,0.189,1381,1381,1390,1390,922.778,0.08,0.431,0.275,0.65,0.08,0.431,0.914,16.246,2.122,1.768,2256.618,0.612,2.941,23.659,8.642,4.219,MD620,1,0.0,28363.0
756,757,756,obj757-val757,757,0,626.631,728.97,127.815,626.631,728.97,127.815,620,723,111,635,740,143,9504,0.145,1378,1378,1386,1386,899.021,0.081,0.432,0.296,0.666,0.081,0.432,0.915,16.252,1.919,1.69,2888.895,0.477,1.11,18.886,8.63,3.687,MD620,1,1569.0,27039.0
757,758,757,obj758-val758,758,0,619.823,754.977,127.82,619.823,754.977,127.82,616,744,111,626,764,144,7854,0.269,2111,2111,1562,1562,1037.65,0.132,0.509,0.451,0.767,0.132,0.509,0.951,20.806,3.03,1.494,2749.449,0.768,2.308,17.678,9.969,3.938,MD620,1,745.0,28472.0
801,802,801,obj802-val802,802,0,1445.05,1669.405,132.387,1445.05,1669.405,132.387,1438,1664,121,1450,1676,143,3887,0.353,1373,1373,1122,1122,747.012,0.151,0.532,0.511,0.8,0.151,0.532,0.949,10.966,1.726,1.095,1693.403,0.811,1.709,12.927,6.992,1.947,MD620,1,0.0,21502.0
834,835,834,obj835-val835,835,0,253.735,730.451,156.656,253.735,730.451,156.656,248,723,130,260,737,176,9165,0.227,2076,2076,1646,1646,1111.877,0.109,0.478,0.355,0.708,0.109,0.478,0.942,23.715,4.011,1.326,2619.981,0.792,2.335,27.949,10.988,5.74,MD620,1,834.0,31290.0
849,850,849,obj850-val850,850,0,722.88,145.265,151.817,722.88,145.265,151.817,716,138,133,731,151,169,8288,0.127,1051,1051,1216,1216,800.743,0.069,0.411,0.243,0.624,0.069,0.411,0.895,20.851,3.456,1.616,1967.194,0.534,1.51,19.519,9.423,4.553,MD620,1,31.0,26776.0
911,912,911,obj912-val912,912,0,1179.308,1417.1,166.75,1179.308,1417.1,166.75,1171,1400,149,1189,1429,188,22800,0.13,2954,2954,2494,2494,1667.294,0.064,0.399,0.213,0.597,0.064,0.399,0.924,20.239,1.647,2.266,5646.576,0.523,2.708,24.339,11.574,4.795,MD620,1,22.0,40849.0
939,940,939,obj940-val940,940,0,569.978,638.451,173.186,569.978,638.451,173.186,563,634,155,576,646,191,6734,0.166,1117,1117,1286,1286,854.171,0.066,0.405,0.226,0.61,0.066,0.405,0.894,19.811,3.643,1.302,1884.76,0.593,1.785,19.3,9.413,4.364,MD620,1,2283.0,26792.0
969,970,969,obj970-val970,970,0,1371.393,538.284,180.494,1371.393,538.284,180.494,1365,530,159,1379,547,203,12150,0.171,2081,2081,1824,1824,1222.836,0.081,0.432,0.268,0.645,0.081,0.432,0.926,23.459,3.505,1.569,2804.781,0.742,1.705,23.844,10.896,5.106,MD620,1,0.0,32398.0
1053,1054,1053,obj1054-val1054,1054,0,587.865,639.028,193.937,587.865,639.028,193.937,582,630,174,594,652,210,11063,0.173,1916,1916,1740,1740,1157.329,0.079,0.429,0.268,0.645,0.079,0.429,0.923,22.027,3.4,1.119,3461.782,0.553,0.151,21.893,10.173,4.45,MD620,1,333.0,30844.0
1098,1099,1098,obj1099-val1099,1099,0,707.299,339.255,197.052,707.299,339.255,197.052,700,332,183,714,347,211,6960,0.261,1815,1815,1444,1444,950.746,0.124,0.498,0.434,0.757,0.124,0.498,0.945,15.198,2.159,1.35,2336.402,0.777,2.317,16.597,8.419,2.991,MD620,1,0.0,25634.0
1125,1126,1125,obj1126-val1126,1126,0,1394.478,479.97,212.651,1394.478,479.97,212.651,1382,469,189,1404,487,239,22287,0.1,2220,2220,2146,2146,1413.736,0.056,0.383,0.197,0.582,0.056,0.383,0.909,23.624,2.483,2.0,4478.144,0.496,2.706,27.588,11.704,5.543,MD620,1,0.0,40310.0
1131,1132,1131,obj1132-val1132,1132,0,1714.382,705.382,206.291,1714.382,705.382,206.291,1708,693,190,1719,712,221,7680,0.189,1454,1454,1382,1382,909.186,0.091,0.449,0.318,0.683,0.091,0.449,0.923,16.496,1.71,2.431,2643.94,0.55,1.463,16.706,8.715,3.452,MD620,1,0.0,27347.0
1145,1146,1145,obj1146-val1146,1146,0,809.51,670.975,223.046,809.51,670.975,223.046,800,660,192,819,683,249,27840,0.206,5742,5742,3464,3464,2401.846,0.09,0.448,0.269,0.646,0.09,0.448,0.953,24.852,2.58,1.17,8257.449,0.695,5.015,32.333,13.897,6.024,MD620,1,136.88627450980394,51195.0
1165,1166,1165,obj1166-val1166,1166,0,1459.498,820.546,212.811,1459.498,820.546,212.811,1445,812,196,1469,830,227,15200,0.134,2036,2036,1854,1854,1247.717,0.074,0.419,0.241,0.623,0.074,0.419,0.921,17.304,1.624,2.198,3743.315,0.544,1.548,18.877,9.619,3.721,MD620,1,0.0,33017.0
1292,1293,1292,obj1293-val1293,1293,0,1481.172,781.966,228.521,1481.172,781.966,228.521,1474,777,216,1487,788,239,4032,0.419,1689,1689,1316,1316,914.736,0.142,0.521,0.422,0.75,0.142,0.521,0.95,15.854,2.221,1.567,2157.941,0.783,1.266,14.116,8.406,2.966,MD620,1,0.0,24898.0
1295,1296,1295,obj1296-val1296,1296,0,346.76,859.453,239.13,346.76,859.453,239.13,342,853,216,352,865,270,7865,0.282,2217,2217,1762,1762,1218.682,0.102,0.467,0.307,0.675,0.102,0.467,0.94,30.08,6.141,1.223,2472.436,0.897,2.702,31.515,13.251,7.114,MD620,1,395.3529411764706,34523.0
1303,1304,1303,obj1304-val1304,1304,0,1279.652,1483.21,232.028,1279.652,1483.21,232.028,1274,1478,216,1285,1489,246,4464,0.228,1017,1017,1156,1156,790.915,0.076,0.423,0.236,0.618,0.076,0.423,0.9,13.337,1.816,1.774,1698.711,0.599,0.408,16.806,7.15,2.94,MD620,1,0.0,24162.0
1316,1317,1316,obj1317-val1317,1317,0,1244.418,199.747,233.526,1244.418,199.747,233.526,1232,190,222,1256,206,244,9775,0.185,1810,1810,1708,1708,1148.273,0.074,0.421,0.245,0.625,0.074,0.421,0.918,15.174,1.419,2.721,2670.317,0.678,1.796,17.488,8.62,3.072,MD620,1,0.0,29540.0
1401,1402,1401,obj1402-val1402,1402,0,1489.77,530.867,265.222,1489.77,530.867,265.222,1482,524,235,1497,541,285,14688,0.184,2705,2705,1950,1950,1317.994,0.112,0.481,0.361,0.712,0.112,0.481,0.948,23.233,3.595,1.167,3482.706,0.777,2.879,31.596,11.629,5.635,MD620,1,0.0,35789.0
1633,1634,1633,obj1634-val1634,1634,0,1503.391,535.979,293.623,1503.391,535.979,293.623,1498,530,284,1510,542,304,3549,0.317,1126,1126,1004,1004,650.018,0.142,0.521,0.522,0.805,0.142,0.521,0.942,10.462,1.357,1.772,1471.023,0.765,2.626,11.31,6.679,1.963,MD620,1,0.0,20213.0
1639,1640,1639,obj1640-val1640,1640,0,662.252,625.157,305.246,662.252,625.157,305.246,653,615,285,669,638,323,15912,0.161,2563,2563,2100,2100,1388.846,0.08,0.431,0.277,0.652,0.08,0.431,0.932,22.724,3.056,1.403,3751.363,0.683,3.035,24.442,11.167,4.765,MD620,1,1011.0,34755.0
483,484,483,obj484-val484,484,0,613.406,1219.349,75.969,613.406,1219.349,75.969,607,1214,65,621,1227,91,5670,0.235,1335,1335,1332,1332,882.701,0.085,0.44,0.293,0.664,0.085,0.44,0.917,12.635,1.836,1.144,2190.411,0.609,1.799,15.722,7.507,2.705,MD620,2,0.0,24582.0
579,580,579,obj580-val580,580,0,1440.994,1666.569,108.281,1440.994,1666.569,108.281,1436,1662,99,1446,1671,120,2420,0.509,1231,1231,928,928,623.746,0.214,0.599,0.706,0.891,0.214,0.599,0.964,11.357,1.826,1.43,1287.607,0.956,3.042,12.292,6.77,1.92,MD620,2,0.0,19401.0
598,599,598,obj599-val599,599,0,1206.961,1341.91,120.96,1206.961,1341.91,120.96,1200,1336,104,1213,1348,135,5824,0.263,1530,1530,1500,1500,1006.518,0.078,0.428,0.26,0.638,0.078,0.428,0.916,14.633,1.914,1.357,2638.557,0.58,0.106,18.124,8.116,3.137,MD620,2,0.0,27206.0
634,635,634,obj635-val635,635,0,624.054,759.728,124.738,624.054,759.728,124.738,617,749,110,631,768,145,10800,0.274,2962,2962,1922,1922,1250.558,0.14,0.519,0.507,0.798,0.14,0.519,0.959,15.316,1.886,1.216,3480.874,0.851,4.752,20.708,9.552,2.95,MD620,2,558.0,30750.0
648,649,648,obj649-val649,649,0,244.101,697.858,132.948,244.101,697.858,132.948,236,688,115,255,711,155,19680,0.153,3018,3018,2482,2482,1666.964,0.067,0.407,0.222,0.606,0.067,0.407,0.927,19.093,1.683,1.787,5760.1,0.524,3.104,22.384,10.882,4.221,MD620,2,84.0,40748.0
675,676,675,obj676-val676,676,0,1162.435,491.223,138.627,1162.435,491.223,138.627,1155,480,122,1169,502,157,12420,0.132,1634,1634,1642,1642,1060.629,0.068,0.409,0.253,0.633,0.068,0.409,0.91,22.53,3.219,1.147,4031.438,0.405,1.35,20.002,10.666,4.406,MD620,2,46.0,30992.0
736,737,736,obj737-val737,737,0,1103.094,202.344,149.684,1103.094,202.344,149.684,1089,196,136,1119,212,161,13702,0.187,2567,2567,2088,2088,1413.925,0.082,0.434,0.264,0.641,0.082,0.434,0.933,20.238,2.351,1.636,3839.696,0.669,2.01,22.697,10.666,4.384,MD620,2,2.0,34339.0
754,755,754,obj755-val755,755,0,1178.647,1420.468,158.36,1178.647,1420.468,158.36,1169,1398,139,1191,1434,177,33189,0.177,5888,5888,3756,3756,2442.918,0.074,0.42,0.269,0.645,0.074,0.42,0.946,20.191,1.103,2.964,9554.079,0.616,3.429,24.744,13.484,4.826,MD620,2,14.0,51382.0
790,791,790,obj791-val791,791,0,1522.027,1222.273,160.768,1522.027,1222.273,160.768,1510,1215,145,1532,1228,178,10948,0.145,1583,1583,1582,1582,1038.157,0.072,0.415,0.253,0.633,0.072,0.415,0.912,19.641,3.007,1.524,2302.593,0.687,1.743,21.342,9.478,4.194,MD620,2,60.0,29234.0
812,813,812,obj813-val813,813,0,255.241,726.274,166.382,255.241,726.274,166.382,249,720,151,262,733,181,6076,0.42,2552,2552,1556,1556,1039.362,0.196,0.58,0.656,0.869,0.196,0.58,0.969,16.832,2.551,1.129,2718.484,0.939,4.203,15.772,9.17,2.999,MD620,2,147.0,26843.0
828,829,828,obj829-val829,829,0,1466.785,816.166,173.246,1466.785,816.166,173.246,1459,799,154,1477,827,190,20387,0.184,3755,3755,2540,2540,1711.995,0.097,0.46,0.318,0.682,0.097,0.46,0.948,22.943,2.083,1.932,6031.368,0.623,1.494,26.15,12.011,4.892,MD620,2,0.0,40272.0
895,896,895,obj896-val896,896,0,710.868,341.803,188.843,710.868,341.803,188.843,702,330,167,717,350,208,14112,0.11,1546,1546,1902,1902,1274.515,0.039,0.34,0.131,0.507,0.039,0.34,0.87,19.789,2.267,1.287,4905.879,0.315,0.285,23.026,9.707,4.464,MD620,2,0.0,34480.0
970,971,970,obj971-val971,971,0,1718.578,686.534,192.094,1718.578,686.534,192.094,1713,682,180,1724,692,203,3168,0.33,1044,1044,918,918,601.196,0.159,0.542,0.567,0.828,0.159,0.542,0.947,11.241,1.683,1.749,1201.152,0.869,2.849,12.37,6.693,2.103,MD620,2,0.0,19615.0
1054,1055,1054,obj1055-val1055,1055,0,809.405,671.433,216.757,809.405,671.433,216.757,799,657,199,822,681,234,21600,0.182,3936,3936,3534,3534,2423.96,0.04,0.341,0.123,0.497,0.04,0.341,0.908,17.564,1.483,1.222,8450.692,0.466,0.641,19.75,10.636,3.423,MD620,2,23.431372549019606,44406.0
1115,1116,1115,obj1116-val1116,1116,0,1482.332,785.212,223.435,1482.332,785.212,223.435,1476,780,213,1487,792,239,4212,0.256,1078,1078,1032,1032,703.105,0.12,0.493,0.378,0.723,0.12,0.493,0.931,13.94,2.64,1.064,1530.338,0.704,1.737,16.295,7.363,3.073,MD620,2,0.0,22186.0
1142,1143,1142,obj1143-val1143,1143,0,1488.652,537.097,228.458,1488.652,537.097,228.458,1483,527,216,1494,543,242,5508,0.363,1998,1998,1424,1424,1004.24,0.156,0.539,0.446,0.764,0.156,0.539,0.957,15.502,2.379,1.1,2506.331,0.797,3.211,16.37,8.687,2.892,MD620,2,0.0,26707.0
1323,1324,1323,obj1324-val1324,1324,0,1267.248,1470.315,257.674,1267.248,1470.315,257.674,1257,1465,244,1275,1478,268,6650,0.186,1240,1240,1148,1148,756.628,0.115,0.486,0.401,0.738,0.115,0.486,0.932,13.787,1.913,1.648,1820.818,0.681,1.734,15.468,7.596,2.891,MD620,2,7.0,23445.0
1427,1428,1427,obj1428-val1428,1428,0,663.598,630.494,280.455,663.598,630.494,280.455,656,621,270,670,639,292,6555,0.377,2471,2471,1558,1558,1037.563,0.183,0.567,0.618,0.852,0.183,0.567,0.966,11.588,1.235,1.559,2740.685,0.902,3.046,12.395,8.231,1.767,MD620,2,403.0,25653.0
315,316,315,obj316-val316,316,0,1212.773,1346.723,99.259,1212.773,1346.723,99.259,1203,1336,79,1224,1360,118,22000,0.18,3969,3969,3122,3122,2142.912,0.059,0.388,0.181,0.566,0.059,0.388,0.927,19.094,1.866,1.234,6787.375,0.585,2.173,21.527,11.001,3.774,MD620,3,112.0,43098.0
325,326,325,obj326-val326,326,0,703.907,182.134,97.338,703.907,182.134,97.338,696,171,83,713,193,113,12834,0.254,3258,3258,2582,2582,1707.179,0.07,0.412,0.241,0.623,0.07,0.412,0.931,16.795,1.568,1.51,5342.819,0.61,1.491,17.329,10.117,3.039,MD620,3,59.0,36396.0
387,388,387,obj388-val388,388,0,1369.399,1688.313,119.328,1369.399,1688.313,119.328,1363,1683,106,1376,1697,136,6510,0.261,1701,1701,1370,1370,908.149,0.127,0.503,0.437,0.759,0.127,0.503,0.945,15.457,2.221,1.303,2406.097,0.707,2.216,18.363,8.405,3.176,MD620,3,0.0,25680.0
415,416,415,obj416-val416,416,0,625.689,734.543,129.355,625.689,734.543,129.355,621,727,116,630,745,141,4940,0.345,1703,1703,1476,1476,987.126,0.102,0.467,0.341,0.699,0.102,0.467,0.934,12.589,1.225,2.336,2385.213,0.714,0.657,14.75,7.827,2.576,MD620,3,513.0,25550.0
461,462,461,obj462-val462,462,0,625.416,762.0,145.966,625.416,762.0,145.966,617,755,129,631,769,173,10125,0.216,2190,2190,1756,1756,1158.264,0.1,0.464,0.349,0.704,0.1,0.464,0.939,21.824,3.367,1.126,3412.018,0.642,2.882,27.465,10.972,5.776,MD620,3,193.0,33054.0
497,498,497,obj498-val498,498,0,1395.402,1186.488,147.629,1395.402,1186.488,147.629,1387,1181,134,1403,1195,160,6885,0.252,1738,1738,1520,1520,1008.977,0.097,0.46,0.333,0.693,0.097,0.46,0.932,12.943,1.495,1.405,2891.873,0.601,1.668,16.277,8.069,2.694,MD620,3,111.0,26613.0
504,505,504,obj505-val505,505,0,724.739,166.076,159.722,724.739,166.076,159.722,700,136,138,753,180,179,102060,0.147,14998,14998,9778,9778,6600.414,0.027,0.301,0.088,0.446,0.027,0.301,0.929,27.897,1.486,1.253,32888.153,0.456,2.063,33.59,17.418,6.227,MD620,3,85.0,98660.0
521,522,521,obj522-val522,522,0,1366.951,548.691,168.115,1366.951,548.691,168.115,1357,538,143,1373,559,194,19448,0.086,1679,1679,1854,1854,1214.565,0.05,0.368,0.178,0.562,0.05,0.368,0.891,25.137,4.334,1.225,2892.106,0.581,0.702,28.44,11.305,6.209,MD620,3,0.0,36768.0
538,539,538,obj539-val539,539,0,691.87,343.774,159.409,691.87,343.774,159.409,683,339,148,699,352,175,6664,0.241,1606,1606,1594,1594,1051.595,0.072,0.416,0.251,0.631,0.072,0.416,0.912,14.312,1.523,1.928,2744.693,0.585,0.485,16.43,8.216,2.898,MD620,3,54.0,26804.0
638,639,638,obj639-val639,639,0,1452.92,1759.58,186.959,1452.92,1759.58,186.959,1444,1742,168,1460,1772,202,18445,0.15,2772,2772,2620,2620,1787.523,0.048,0.364,0.152,0.534,0.048,0.364,0.907,19.078,2.042,1.238,5632.799,0.492,2.123,21.197,10.602,4.246,MD620,3,0.0,39305.0
660,661,660,obj661-val661,661,0,1711.394,697.723,203.22,1711.394,697.723,203.22,1703,686,174,1720,717,227,31104,0.145,4520,4520,3546,3546,2359.283,0.052,0.373,0.176,0.56,0.052,0.373,0.925,24.302,1.894,1.896,8838.297,0.511,0.702,34.03,13.118,6.564,MD620,3,0.0,49990.0
699,700,699,obj700-val700,700,0,1477.58,804.494,191.221,1477.58,804.494,191.221,1470,799,180,1485,810,206,5184,0.217,1126,1126,1212,1212,795.974,0.081,0.432,0.284,0.658,0.081,0.432,0.908,10.564,1.408,1.316,1892.855,0.595,1.387,14.865,6.586,2.218,MD620,3,0.0,22474.0
789,790,789,obj790-val790,790,0,1347.472,1288.906,223.033,1347.472,1288.906,223.033,1341,1279,202,1356,1298,233,10240,0.105,1072,1072,1432,1432,948.726,0.044,0.354,0.152,0.534,0.044,0.354,0.862,14.554,1.645,1.382,3455.861,0.31,0.482,22.202,7.917,4.041,MD620,3,969.5686274509803,28810.0
1025,1026,1025,obj1026-val1026,1026,0,1491.737,539.114,270.171,1491.737,539.114,270.171,1483,529,250,1500,547,293,15048,0.224,3367,3367,2762,2762,1865.248,0.061,0.393,0.198,0.582,0.061,0.393,0.925,23.331,2.433,1.583,5679.612,0.593,2.95,23.573,11.961,4.927,MD620,3,0.0,41032.0
1046,1047,1046,obj1047-val1047,1047,0,1272.613,1467.562,269.962,1272.613,1467.562,269.962,1265,1460,252,1279,1476,284,8415,0.147,1241,1241,1332,1332,874.674,0.074,0.419,0.26,0.638,0.074,0.419,0.905,13.655,1.616,1.607,2543.45,0.488,2.089,19.361,7.948,3.308,MD620,3,2.0,27786.0
1179,1180,1179,obj1180-val1180,1180,0,664.653,634.826,307.962,664.653,634.826,307.962,655,628,294,675,646,319,10374,0.177,1833,1833,1972,1972,1316.05,0.05,0.367,0.167,0.55,0.05,0.367,0.894,15.074,1.643,1.328,4003.245,0.458,1.787,16.369,8.801,2.984,MD620,3,186.0,31278.0
292,293,292,obj293-val293,293,0,1197.712,1374.363,49.272,1197.712,1374.363,49.272,1181,1358,26,1211,1390,66,41943,0.069,2882,2882,3270,3270,2129.667,0.027,0.3,0.097,0.46,0.027,0.3,0.872,25.825,1.579,2.42,11954.862,0.241,1.365,25.399,13.519,5.182,MD620,4,189.0,55049.0
425,426,425,obj426-val426,426,0,655.557,167.607,68.19,655.557,167.607,68.19,645,159,50,671,178,85,19440,0.172,3335,3335,3306,3306,2174.709,0.035,0.327,0.122,0.496,0.035,0.327,0.895,18.017,1.176,2.017,8778.358,0.38,0.622,20.534,11.534,3.831,MD620,4,550.0,47728.0
493,494,493,obj494-val494,494,0,704.926,185.2,85.221,704.926,185.2,85.221,695,173,71,712,196,98,12096,0.238,2877,2877,2086,2086,1402.202,0.103,0.469,0.34,0.698,0.103,0.469,0.946,15.317,1.705,1.302,3978.93,0.723,1.949,17.889,9.132,2.88,MD620,4,103.0,31620.0
498,499,498,obj499-val499,499,0,1437.22,1659.191,108.159,1437.22,1659.191,108.159,1406,1634,71,1464,1679,138,184552,0.056,10261,10261,8392,8392,5620.715,0.02,0.272,0.067,0.406,0.02,0.272,0.905,37.242,1.361,3.013,38773.696,0.265,0.853,43.165,19.74,9.327,MD620,4,91.0,102529.0
507,508,507,obj508-val508,508,0,1215.282,1345.509,90.433,1215.282,1345.509,90.433,1205,1335,75,1224,1357,104,13800,0.314,4332,4332,2554,2554,1731.778,0.127,0.503,0.409,0.742,0.127,0.503,0.961,13.636,1.182,1.386,5488.605,0.789,4.441,18.07,10.153,2.329,MD620,4,75.0,36036.0
551,552,551,obj552-val552,552,0,1369.235,1682.709,106.391,1369.235,1682.709,106.391,1363,1676,88,1375,1690,118,6045,0.305,1843,1843,1354,1354,883.795,0.155,0.537,0.556,0.823,0.155,0.537,0.955,14.55,2.225,1.279,2037.68,0.904,3.838,18.605,8.334,2.844,MD620,4,0.0,24822.0
555,556,555,obj556-val556,556,0,707.565,328.645,99.156,707.565,328.645,99.156,700,323,89,714,337,108,4500,0.315,1417,1417,1144,1144,750.033,0.152,0.533,0.538,0.813,0.152,0.533,0.95,10.234,1.566,1.138,1608.843,0.881,3.491,10.346,6.898,1.526,MD620,4,39.0,21090.0
565,566,565,obj566-val566,566,0,1393.121,1186.706,114.272,1393.121,1186.706,114.272,1385,1175,93,1402,1196,134,16632,0.174,2901,2901,2746,2746,1828.67,0.046,0.358,0.156,0.538,0.046,0.358,0.906,25.498,2.838,1.637,5264.635,0.551,0.418,22.463,11.515,4.935,MD620,4,292.0,38388.0
617,618,617,obj618-val618,618,0,623.385,730.311,118.861,623.385,730.311,118.861,618,716,107,631,741,132,9464,0.186,1758,1758,1736,1736,1149.048,0.067,0.406,0.23,0.613,0.067,0.406,0.911,17.225,1.706,1.68,4376.795,0.402,0.514,17.172,9.59,3.446,MD620,4,662.0,32559.0
636,637,636,obj637-val637,637,0,625.575,761.085,126.718,625.575,761.085,126.718,619,754,112,632,767,144,6468,0.369,2387,2387,1548,1548,1011.673,0.174,0.558,0.622,0.854,0.174,0.558,0.964,14.995,2.186,1.136,2600.011,0.918,4.556,18.813,8.786,2.676,MD620,4,483.0,26660.0
674,675,674,obj675-val675,675,0,1272.557,76.353,134.517,1272.557,76.353,134.517,1266,71,120,1280,84,152,6930,0.163,1129,1129,1248,1248,824.52,0.074,0.42,0.257,0.636,0.074,0.42,0.902,14.434,2.104,1.283,2218.894,0.509,2.245,17.619,7.88,3.308,MD620,4,0.0,26155.0
677,678,677,obj678-val678,678,0,1369.84,549.834,140.58,1369.84,549.834,140.58,1358,541,120,1385,559,155,19152,0.104,1999,1999,2060,2060,1342.875,0.052,0.373,0.187,0.571,0.052,0.373,0.9,20.329,2.227,1.331,5330.376,0.375,2.49,25.847,10.436,4.997,MD620,4,0.0,36304.0
689,690,689,obj690-val690,690,0,727.377,167.128,146.949,727.377,167.128,146.949,700,144,122,757,185,168,114492,0.168,19231,19231,10292,10292,6852.926,0.038,0.337,0.13,0.507,0.038,0.337,0.946,33.766,1.878,1.153,39647.45,0.485,4.083,38.516,19.692,6.82,MD620,4,1375.0,109165.0
690,691,690,obj691-val691,691,0,1123.164,205.745,138.334,1123.164,205.745,138.334,1108,199,122,1135,212,155,13328,0.175,2330,2330,2198,2198,1470.174,0.058,0.387,0.193,0.578,0.058,0.387,0.912,18.805,1.49,2.441,5137.593,0.454,1.365,19.367,9.869,4.056,MD620,4,279.0,34701.0
739,740,739,obj740-val740,740,0,1446.786,1769.773,148.994,1446.786,1769.773,148.994,1427,1748,130,1460,1786,163,45084,0.129,5814,5814,4986,4986,3377.587,0.031,0.314,0.099,0.463,0.031,0.314,0.908,20.061,1.232,1.848,12064.433,0.482,1.786,24.61,12.757,4.343,MD620,4,0.0,58708.0
795,796,795,obj796-val796,796,0,1493.13,784.6,152.519,1493.13,784.6,152.519,1483,774,141,1505,792,164,10488,0.191,2004,2004,1894,1894,1280.691,0.067,0.406,0.216,0.6,0.067,0.406,0.915,12.934,1.339,1.489,3393.656,0.591,1.638,13.425,8.247,2.389,MD620,4,252.0,29695.0
799,800,799,obj800-val800,800,0,858.434,179.301,174.877,858.434,179.301,174.877,848,173,142,870,187,205,22080,0.08,1776,1776,1934,1934,1285.858,0.049,0.367,0.168,0.552,0.049,0.367,0.892,40.442,8.596,1.513,2477.667,0.717,0.653,33.815,16.126,9.102,MD620,4,628.0,39085.0
821,822,821,obj822-val822,822,0,262.878,730.185,163.825,262.878,730.185,163.825,256,722,146,269,738,182,8806,0.235,2071,2071,1980,1980,1312.681,0.062,0.397,0.214,0.599,0.062,0.397,0.912,17.866,2.076,1.3,4265.079,0.486,0.842,19.424,9.464,3.771,MD620,4,267.0,32288.0
983,984,983,obj984-val984,984,0,713.568,335.902,192.315,713.568,335.902,192.315,699,326,175,725,347,207,19602,0.222,4354,4354,3442,3442,2371.71,0.053,0.375,0.161,0.544,0.053,0.375,0.925,17.067,1.28,1.784,7123.333,0.611,1.603,20.226,10.636,3.29,MD620,4,36.0,42784.0
1097,1098,1097,obj1098-val1098,1098,0,1485.235,538.691,250.187,1485.235,538.691,250.187,1467,517,194,1504,562,290,169556,0.062,10435,10435,8776,8776,5910.272,0.018,0.263,0.06,0.391,0.018,0.263,0.901,51.838,2.357,1.748,60077.596,0.174,0.753,56.208,24.52,10.157,MD620,4,0.0,118514.0
1195,1196,1195,obj1196-val1196,1196,0,1272.773,210.606,224.892,1272.773,210.606,224.892,1264,202,216,1285,219,240,9900,0.263,2603,2603,2282,2282,1548.213,0.064,0.401,0.206,0.591,0.064,0.401,0.921,14.673,1.525,1.234,4610.535,0.565,1.283,18.106,9.163,2.964,MD620,4,0.0,34675.0
1346,1347,1346,obj1347-val1347,1347,0,1269.624,1471.638,250.666,1269.624,1471.638,250.666,1261,1456,237,1276,1481,269,13728,0.112,1544,1544,1742,1742,1143.826,0.051,0.371,0.18,0.565,0.051,0.371,0.889,18.159,2.379,1.246,3559.31,0.434,1.535,24.926,9.212,4.305,MD620,4,142.1764705882353,31005.0
1499,1500,1499,obj1500-val1500,1500,0,662.671,638.498,283.049,662.671,638.498,283.049,648,625,269,674,649,297,19575,0.254,4965,4965,3522,3522,2377.448,0.064,0.4,0.207,0.592,0.064,0.4,0.937,14.983,1.037,1.52,8614.729,0.576,0.599,19.027,10.957,3.053,MD620,4,936.0,45042.0
89,90,89,obj90-val90,90,0,1395.794,1202.644,43.59,1395.794,1202.644,43.59,1385,1195,20,1403,1211,61,13566,0.179,2429,2429,2186,2186,1469.368,0.064,0.4,0.21,0.595,0.064,0.4,0.918,16.695,1.857,1.359,4158.381,0.584,0.962,26.354,9.398,4.027,MD620,5,1548.0,34386.0
372,373,372,obj373-val373,373,0,449.825,197.297,76.048,449.825,197.297,76.048,431,186,57,459,210,96,29000,0.105,3052,3052,2878,2878,1935.661,0.044,0.354,0.145,0.526,0.044,0.354,0.905,24.106,2.477,1.183,8085.556,0.377,1.212,26.111,12.081,5.101,MD620,5,0.0,45936.0
388,389,388,obj389-val389,389,0,1128.834,1060.04,69.698,1128.834,1060.04,69.698,1117,1054,60,1139,1068,80,7245,0.173,1250,1250,1444,1444,952.747,0.059,0.389,0.204,0.589,0.059,0.389,0.89,15.006,1.865,1.315,3093.145,0.404,1.02,15.527,8.26,2.841,MD620,5,74.0,28662.0
456,457,456,obj457-val457,457,0,712.374,324.837,94.714,712.374,324.837,94.714,701,316,81,722,335,111,13640,0.248,3387,3387,2050,2050,1368.91,0.151,0.532,0.506,0.797,0.151,0.532,0.963,15.208,1.668,1.29,4101.884,0.826,4.93,17.234,9.769,2.646,MD620,5,296.0,32847.0
